Time Elapsed (sec),Replicate 1 Percent Group Activity,Replicate 2 Percent Group Activity,Replicate 3 Percent Group Activity,Replicate 4 Percent Group Activity,Replicate 5 Percent Group Activity,Replicate 6 Percent Group Activity,Replicate 7 Percent Group Activity,Replicate 8 Percent Group Activity,Replicate 9 Percent Group Activity
"(410, 420]",0.073489933,0.153447224,0.0299217,0.15352349,0.001830384,0.021659549,0.008053691,0.00033557,0.004362416
"(420, 430]",0.026755853,0.174217087,0.095875139,0.110367893,0.014898145,0.012769839,0.100668896,0.005351171,0.005369128
"(430, 440]",0.059395973,0.088773642,0.050615213,0.006711409,0.000915192,0.058877364,0.037919463,0,0.002341137
"(440, 450]",0.017449664,0.111043319,0.000838926,0.005033557,0,0.048200122,0.015151515,0.009060403,0.00033557
"(450, 460]",0,0.149285497,0.002508361,0,0,0.097902098,0.002675585,0.028428094,0.002341137
"(460, 470]",0,0.128737035,0.005016722,0,0.000610128,0.113104287,0.004697987,0.000668896,0.005033557
"(470, 480]",0.031543624,0.066585588,0.002525253,0.024328859,0.000304044,0.097925564,0.02852349,0.001342282,0.006020067
"(480, 490]",0.097986577,0.061622941,0.069397993,0.002516779,0.066503966,0.071690055,0.019732441,0.001006711,0.009395973
"(490, 500]",0.001003344,0.104591061,0.044871795,0.015050167,0.074490727,0.055335968,0.010033445,0.008361204,0.011744966
"(500, 510]",0.019127517,0.056741916,0.04893736,0.006711409,0.072910311,0.082977425,0.044630872,0.026845638,0.005351171
"(510, 520]",0,0.076876144,0.061521253,0.01090604,0.074740696,0.030201342,0.012751678,0.008724832,0.012080537
"(520, 530]",0.004013378,0.071754333,0.060479376,0.08277592,0.060808756,0.012161751,0.052508361,0.001003344,0.020134228
