Time Elapsed (sec),Replicate 1 Percent Group Activity,Replicate 2 Percent Group Activity,Replicate 3 Percent Group Activity,Replicate 4 Percent Group Activity,Replicate 5 Percent Group Activity,Replicate 6 Percent Group Activity,Replicate 7 Percent Group Activity,Replicate 8 Percent Group Activity,Replicate 9 Percent Group Activity
"(420, 430]",0.271237458,0.001672241,0.028884159,0.181716834,0.010702341,0.073274552,0.006080876,0.025539678,0
"(430, 440]",0.280536913,0.001677852,0.006711409,0.086875466,0.015436242,0.033557047,0,0.023794997,0
"(440, 450]",0.257718121,0.000559284,0.026540574,0.120805369,0.009731544,0.004575961,0.000305064,0.004575961,0
"(450, 460]",0.271906355,0.003065775,0.058376406,0.062058714,0.00735786,0.003952569,0,0.006384919,0
"(460, 470]",0.304697987,0.001118568,0.018913972,0.036539896,0.004026846,0.045454545,0,0.002440513,0.000838926
"(470, 480]",0.322483221,0.005872483,0.000610128,0.094705444,0.002348993,0.006406345,0,0.000610128,0
"(480, 490]",0.295652174,0.000278707,0.001216175,0.136752137,0.002006689,0.002736394,0,0.015506233,0
"(490, 500]",0.320469799,0.001677852,0.003965833,0.089112603,0.002684564,0.006406345,0,0.066281545,0
"(500, 510]",0.294983278,0.008361204,0.007905138,0.116685247,0.007692308,0.001824263,0.023184869,0.096112642,0
"(510, 520]",0.223825503,0.026565996,0.002135448,0.097688292,0.009731544,0.000915192,0.019829164,0.109455762,0
"(520, 530]",0.206375839,0.002229654,0.003050641,0.011558538,0.011409396,0.012465795,0.017693716,0.10367893,0
